id,date,title,text,src,check,label
1,5.3.2023,"""Ďalšia skupina renomovaných vedcov vyvracia klamstvá o škodlivom CO2""","""Je veľmi dôležité, aby sa informácie o klimatických klamstvách, na ktorých je založená aj súčasná politika EÚ, dozvedelo čo najviac ľudí. Len keď sa verejnosť hromadne vzoprie nezmyselným zákonom, ktoré sú v mene boja proti CO2 – klimatickej zmene a globálnemu otepľovaniu zavádzané, je možné tieto globalistické plány zvrátiť.""",https://zemavek.sk/dalsia-skupina-renomovanych-vedcov-vyvracia-klamstva-o-skodlivom-co2/,-,0
2,4.3.2023,"""Pfizer tajil poškodenia a úmrtia účastníkov počas klinických skúšok covidových vakcín""","""Počas uponáhľaných klinických skúšok vakcíny Pfizer proti Covid-19 boli mnohí účastníci štúdie poškodení na zdraví či dokonca usmrtení (Lance J. Johnson, Natural News). Namiesto okamžitého zastavenia experimentu však spoločnosť Pfizer zatajila nepriaznivé udalosti tým, že štúdiu „odslepila“ a odstránila z nej takto postihnutých účastníkov.
Nemecky denník Die Welt odhalil príbehy viacerých osôb, ktoré boli zranené alebo zabité počas klinických skúšok spoločnosti Pfizer. Spoločnosť Pfizer a americký Úrad pre lieky a potraviny (FDA) chceli tieto príbehy oficiálne utajiť až na 75 rokov, ale boli prinútení zverejniť údaje z klinických skúšok na základe súdneho príkazu.
Pfizer prinútil účastníkov štúdie, aby podpísali zrieknutie sa zodpovednosti. Účastníci klinických skúšok boli nútení podpísať vyhlásenie o zrieknutí sa zodpovednosti, tzn., že spoločnosť Pfizer nebude zodpovedná za akúkoľvek nedbalosť, podvod alebo zlý úmysel. Tieto zmluvy môžu byť neplatné, nakoľko preukázateľný podvod zneplatní tieto zmluvy a takisto porušuje dobré mravy podporovaním podvodov. Jednotlivci poškodení počas klinických skúšok však boli odstránení z vedeckej literatúry a zastrašovaní, aby mlčali. Ich poškodenia boli považované za „nepochádzajúce z vakcíny“. Dňa 31. augusta 2020 spoločnosť spravujúca testy pre Pfizer „odslepila“ 53 účastníkov z klinického skúšania v ich testovacom centre v Buenos Aires. Týmto jedincom bol oznámený ich stav zaočkovania (teda či dostali placebo alebo reálnu vakcínu). Tým, ktorým podali placebo, bolo umožnené sa dodatočne zaočkovať, aby akože aj oni boli pred infekciou chránení. Týmto krokom sa ale zničila kontrolná skupina a zakryli sa rozdiely v symptómoch pozorovaných u očkovaných a neočkovaných jedincov. Šlo o čin zlomyseľného podvodu, ktorý vydláždil cestu spoločnosti Pfizer, aby nehanebne zakryla smrť účastníkov klinických skúšok. Sériovú vraždu nemožno navždy zamiesť pod koberec. Účastník klinických skúšok s kódom „C4591001 1162 11621327“ bol 60-ročný muž, ktorý zomrel na artériosklerózu 3 dni po podaní prvej dávky vakcíny Pfizer proti covidu. Aj keď výsledky pitvy neboli k dispozícii a príslušné testy neboli známe, súdny lekár tvrdil, že smrť bola spôsobená „progresiou aterosklerotického ochorenia“. Pfizer súhlasil s posudkovým lekárom a nezačal žiadne vyšetrovanie, ktoré by zistilo, prečo nedávno očkovaný muž tak náhle zomrel.Ďalší účastník klinických skúšok utrpel mŕtvicu pár dní po podaní druhej dávky vakcíny od Pfizeru. Našli ho mŕtveho v jeho byte. Iný účastník utrpel zástavu srdca len dvadsať dní po očkovaní. Spoločnosť Pfizer vykonala interné vyšetrovanie a rozhodla, že úmrtia nemajú nič spoločné s ich vakcínou.
„Podľa súčasného stavu vedy tieto prípady mali byť prisúdené očkovaniu, najmä preto, že americký Úrad pre kontrolu chorôb (CDC) v súčasnosti vyšetruje množstvo mŕtvic u očkovaných ľudí,“ myslí si berlínska farmaceutická špecialistka Susanne Wagnerová. Do klinických skúšok sa prihlásil aj 36-ročný právnik z Argentíny Augusto Roux. Ihneď po návrate domov z druhej dávky vakcíny Pfizer ho postihla pálivá bolesť na hrudníku, dýchavičnosť, nevoľnosť a horúčka. Počas počiatočnej 40-minútovej doby pozorovania bol Roux v poriadku, symptómy prišli až na ceste domov. V nemocnici mu lekári museli odobrať tekutinu, ktorá sa mu vytvorila okolo srdca. Trpel perikardiálnym výpotokom a jeho moč sčernel. V prepúšťacej správe lekári opísali situáciu ako vysokú pravdepodobnosť „nežiaducej reakcie na vakcínu proti koronavírusu“. Rouxa niekoľko nasledujúcich mesiacov trápili nepravidelný srdcový rytmus, problémy s pečeňou a náhla strata hmotnosti. Spoločnosť Pfizer nakoniec klamala o Rouxovom život ohrozujúcom poškodení zdravia v dôsledku očkovania a do správ z klinických štúdií nezahrnula informácie o jeho prípade.
Takisto opísali situáciu ako „nežiaducu udalosť úrovne toxicity 1“, ktorá nemala nič spoločné s vakcínou, pretože nebolo možné vylúčiť infekciu covidom. V skutočnosti pritom Roux bol na covid počas uvedeného obdobia niekoľkokrát negatívne testovaný. Kvôli do očí bijúcim podvodom, zavádzaniu, opakovaným pokusom „odslepiť“ účastníkov klinických skúšok a utajiť nepriaznivé údaje, by bolo možné zrušiť zmluvy s touto farmaceutickou spoločnosťou a brať ich na trestnoprávnu zodpovednosť.""",https://zemavek.sk/pfizer-tajil-poskodenia-a-umrtia-ucastnikov-pocas-klinickych-skusok-covidovych-vakcin/,-,0
3,3.3.2023,"""Vedecká štúdia preukázala neúčinnosť nosenia rúšok: nemali žiadny zmysel""","""Ich povinné nosenie bolo preto zbytočné, konštatuje komentátor denníka New York Times – Bret Stephens. Cituje nedávnu štúdiu uverejnenú v Cochane Library, ktorá zhromaždila dôkazy z viacerých randomizovaných kontrolných štúdií porovnávajúcich skupiny ľudí, ktorí rúška nosili, s kontrolnými skupinami, ktorí ich nenosili. Cochrane Library je nezávislé združenie vedcov z celého sveta, ktorí spracovávajú informácie z medicínskeho výskumu na najvyššej úrovni – je to zlatý štandard tzv. evidence-based medicine. Ich najnovšia analýza o tom, či rúška a respirátory N95 majú zásadný ochranný účinok dopadla veľmi zle pre tých, ktorí považovali rúška a respirátory za významnú ochranu verejného zdravia počas covidovej krízy. Závery štúdie sú podľa autora – oxfordského epidemiológa Toma Jeffersona jednoznačné. “Neexistujú žiadne dôkazy o tom, že by rúška mali nejaký význam,” povedal novinárke Maryanne Demasiovej. “Vôbec žiadne.”
Súhrnné výsledky nepreukázali zníženie respiračných vírusových infekcií s použitím lekárskych/chirurgických rúšok. Neexistujú ani rozdiely medzi používaním lekárskych/chirurgických rúšok v porovnaní s respirátormi N95/P2 u zdravotníckych pracovníkov. Rúška chránili na 5 %, čo je štatisticky nevýznamne. Respirátory chránili na 30 %, ale vedľajšie následky ich nosenia mohli prevážiť nad pozitívami, myslí si MUDr. Igor Bukovský.""",https://zemavek.sk/vedecka-studia-preukazala-neucinnost-nosenia-rusok-nemali-ziadny-zmysel/,-,0
4,2.3.2023,"""Ukrajinci pritvrdili v mobilizácii. Berú aj bezrukých""","""Ukrajinská armáda v posledných týždňoch výrazne vystupňovala mobilizáciu nových vojakov. Vojaci a policajti dokonca rozdávajú predvolania na odvod na uliciach a v nákupných centrách. Niektorí ukrajinskí muži sa boja vychádzať z domovov. Armáda síce tvrdí, že panika je zbytočná, podľa odborníkov však Kyjev takto reaguje na čiastočnú mobilizáciu v Rusku a mieni tak doplniť stavy pred očakávanou jarnou protiofenzívou, ktorá sa už podľa niektorých začala, píše český iDnes.cz. Armáda dokonca povolala aj Rusľana Kubaja, muža z mesta Drohobyč na západe krajiny, ktorý sa narodil bez rúk a má lekárske potvrdenie, že ako invalid nie je bojaschopný. Kubaja dokonca prišli domov naverbovať aj vojaci a nepresvedčili ich ani dokumenty a ani pohľad na jeho hendikep. Muž si však vymohol novú lekársku prehliadku a tá potvrdila pôvodné zistenia. Kubaj tak na front nemusel ísť. „Bol som donútený podstúpiť nové kompletné vyšetrenie len preto, že všetci sú slepí a nekompetentní a nedokážu si prečítať diagnózu, ktorú mám už od detstva,“ povzdychol si na sociálnych sieťach mladík a pridal fotku rozkazu. Podľa iDnes tento prípad ukazuje, že ukrajinská armáda pri mobilizácii výrazne pritvrdila. „Pozvánky k odvodným komisiám sa rozdávajú na uliciach, v obchodných centrách, na pohreboch padlých vojakov, na check pointoch aj v lyžiarskych strediskách v Karpatoch,“ konštatujú. Obavy majú aj poľnohospodári. Sociálne siete plnia videá vojakov a policajtov naháňajúcich mladých mužov na uliciach a ľudia na Telegrame zdieľajú tipy, kde by práve mohli číhať. Poľnohospodárske podniky sa snažia pre svojich zamestnancov získať úradné výnimky, aby na jar nezostali bez pracovnej sily. Od služby v armáde sú oslobodení aj otcovia troch a viac detí, a tak sa niektorí muži narýchlo ženia s viacnásobnými matkami. Ďalší podplatia doktora ochotného napísať potvrdenie o invalidite alebo obetujú niekoľko tisíc dolárov a ilegálne prekročia hranice.""",https://zemavek.sk/ukrajinci-pritvrdili-v-mobilizacii-beru-aj-bezrukych/,-,0
5,3.3.2023,"""Ukrajinskí novinári podčiarkli, že sa americké zbrojárske podniky nabaľujú na konflikte na Donbase""","""Na doneckých frontoch sa pritvrdilo. Ako informoval ukrajinský Generálny štáb, v priebehu dňa domáca armáda musela odrážať vyše 170 útokov ruských jednotiek, hlavne v smere Kupjansk a Liman – v okolí Kremennej a Belogorovky v Luhanskej oblasti a Sporného v Doneckej oblasti. Ruská armáda útočí na Bachmut a tiež smerom na Orechovo-Vasiľjevku, Dubovo-Vasiľjevku, Ivanovskoje, Kamenku, Severnoje, Neveľskoje a Marjinku. Jednou z prvých včerajších ranných správ ukrajinských médií boli informácie zo Slovenska a – ako inak – o plánovaných dodávkach MiGov Kyjevu. „Slovenský minister obrany Jaroslav Naď oznámil, že jeho krajina môže presunúť na Ukrajinu 10 z 11 stíhačiek sovietskej výroby MiG-29, ktoré boli minulý rok vyradené z prevádzky. Povedal to v rozhovore pre Associated Press. Jedenáste lietadlo je vyhradené pre slovenské Letecké múzeum, ktoré je v štádiu formovania expozície. Konečné rozhodnutie o dodávkach lietadiel  sa očakáva v priebehu niekoľkých dní alebo týždňov. Ak Slovensko presunie stíhačky do ukrajinskej armády, stane sa prvým členom NATO, ktorý dodá Ukrajine bojové lietadlá. Slovensko podpísalo zmluvu na nákup 14 amerických stíhačiek F-16 Block 70/72,“ zdôraznili ukrajinskí vojenskí analytici. Nuž, dokonca aj podľa správ našich ukrajinských kolegov, je zrejme, že sa súčasná slovenská „polovláda“ snaží predbehnúť celý transatlantický svet a aspoň takto sa zapísať do histórie predtým, ako bude slávnostne spláchnutá do žumpy dejín. A samozrejme, „pracuje pre Slovensko, pre slovenský ľud“: ukrajinskí novinári prízvukujú, že Heger, Naď, Kačer a spol. mienia darovať Kyjevu 10 stíhačiek a „na oplátku“ nakúpiť 14 stíhačiek od Spojených štátov. Ozaj, je to  „vznešený“ čin súčasnej „polovlády“. Nebolo by logickejšie, aby bohaté USA odkúpili od potápajúceho sa Slovenska v problémoch staré stíhačky a darovali mu nové? Samozrejme, hlavnou témou včerajších správ ukrajinských médií bola, ako aj v priebehu ostatných dní, téma Bachmutu. „Ruské jednotky „odrezávajú“ Bachmut a približujú sa k dobytiu mesta, píše CNN. „Týždne krvavých bojov postupne prelomili odhodlaný ukrajinský odpor,“ uvádza. Ukrajinskí vojaci v rozhovore pre CNN pripustili, že udržať mesto je čoraz ťažšie, pretože trasám zo západu hrozí zablokovanie ruskými jednotkami, ktoré postupovali zo severu a juhu. Situácia je obzvlášť ťažká v severnom smere, kde Rusi útočia medzi Berchovkou a Jagodnym,“ uviedol pre CNN ukrajinský vojak. Situácia je mimoriadne ťažká,“ zdôraznili ukrajinskí vojenskí analytici. „Namiesto toho, aby sa skupiny „Wagnerovcov“ presunuli priamo do centra mesta, snažili sa obklopiť mesto širokým oblúkom zo severu,“ vysvetľuje tento manéver CNN. Televízny kanál nepovažuje Bachmut za dôležitý zo strategického hľadiska. Poukazuje však na jeden dôležitý detail vo vojenskom pláne. „Ak sa Rusom podarí obsadiť výšinu na západ od mesta, blízke priemyselné mestá Konstantinovka a Kramatorsk budú na dosah ruskému delostrelectvu a mínometom dlhého doletu. A nie je jasné, kam presne ukrajinské sily ustúpia – ak ustúpia z Bachmutu,“ citovali ukrajinskí vojenskí analytici analýzu svojich amerických kolegov. Poukázali aj na falošnosť a pokrytectvo Bieleho domu, ktorú navonok uznáva nezávislosť a celistvosť Číny, ale na druhej strane „pumpuje“ zbraňami Taiwan, ktorý je oficiálne súčasťou Číny a ani USA to oficiálne nepopierajú. Prečo potom vytvárajú ďalšie ohnisko, ktoré môže prerásť do obrovského vojnového konfliktu? Západ a NATO zapríčinili obrovský krvavý konflikt na Balkáne, teraz – na Ukrajine a v súčasnosti sa zaoberajú „balkanizáciou“ alebo „ukrajinizáciou“ Strednej Ázie a vytvárajú konflikt medzi Čínou a Taiwanom. „Spojené štáty schválili potenciálny predaj nových zbraní v hodnote 619 miliónov dolárov Taiwanu, vrátane rakiet pre jeho leteckú flotilu F-16 v dôsledku rastúceho čínskeho tlaku. Informovala o tom agentúra Reuters. Pentagón v stredu uviedol, že americké ministerstvo zahraničia schválilo potenciálny predaj balíka zbraní a vybavenia Taiwanu, ktorý zahŕňa 200 moderných rakiet „vzduch – vzduch“ stredného doletu (AMRAAM) a 100 rakiet AGM-88B HARM, schopných ničiť pozemné radary. „Navrhovaný predaj zvýši schopnosť príjemcu zabezpečiť ochranu svojho vzdušného priestoru, regionálnu bezpečnosť a operatívnu komunikáciu so Spojenými štátmi,“ uviedol Pentagón vo vyhlásení. Ministerstvo obrany Taiwanu zdôraznilo, že rakety pomôžu účinne chrániť vzdušný priestor pred hrozbami a provokáciami z Číny a posilniť obranné zásoby,“ informovali ukrajinské média. Znova poukázali na to, že kým tupí európski politici sa hrajú na záchrancov Ukrajiny a vrhajú vlastné obyvateľstvo do ťažkých problémov, biedy a nebezpečenstva, v tom čase americkí „demokrati“ a podniky vojenského priemyslu zarábajú na predaji zbraní miliardy dolárov.  „Lobisti vo vojensko-priemyselnom komplexe v USA začali po vypuknutí vojny na Ukrajine dosahovať obrovské zisky,“ píše The Guardian. Po začiatku ruskej invázie sa 25 registrovaných agentov dohodlo na bezplatnom zastupovaní záujmov Ukrajiny. (Pred vojnou poskytlo Ukrajine takúto pomoc 11 spoločností). „Hoci mnohí z týchto neplatených lobistov môžu robiť túto prácu výlučne zo solidarity s Ukrajinou, niektoré firmy, pracujúce pre Ukrajinu zadarmo majú ďalší stimul,“ píšu noviny. Napríklad, lobistická a komunikačná firma BGR Government Affairs v máji minulého roka začala pracovať zadarmo na Ukrajine. V roku 2022 zarobila BGR vyše pol milióna dolárov lobovaním za záujmy dodávateľov Pentagónu. Najmä Raytheon, ktorý zaplatil BGR 240 tisíc dolárov za lobovanie svojich záujmov, už dostal viac ako 2 miliardy dolárov na vládne zákazky súvisiace s vojnou na Ukrajine,“ uviedli ukrajinskí novinári. Informovali aj o ďalších útokov ukrajinských dronov a skupín diverzantov na území Ruska. „V Brjanskej oblasti Ruskej federácie oznámili prienik sabotážnej a prieskumnej skupiny z Ukrajiny. „Diverzanti strieľali na idúce auto v ovci Ľubečane v Klimovskom okrese Belgorodskej oblasti. V dôsledku ostreľovania boli zabití dvaja ľudia a zranené desaťročné dieťa, ktoré potom bolo operované v nemocnici“ uviedol guvernér Brjanskej oblasti Alexander Bogomaz. Informoval tiež o zhodení výbušnín z bezpilotného lietadla, ktoré zapálilo obytnú budovu v obci Sušany. Do tejto obce prenikla druhá skupina diverzantov a zajala rukojemníkov. V obci prebieha boj. V Tuľskej oblasti v Ruskej federácii došlo ráno k výbuchu. Uvádza sa, že výbuch počuli miestni obyvatelia kilometer od mesta Molodežnyj. Na poli našli „čierny lievik, posiaty popolom a z neho rozptýlené kovové úlomky,“ citovali ukrajinskí novinári správy svojich ruských kolegov. Podvečer prezentovali staronovú iniciatívu maďarského premiéra. „Maďarský premiér Viktor Orbán sa vrátil k svojej dlhoročnej myšlienke a opäť navrhol vytvorenie európskeho ekvivalentu NATO bez Spojených štátov. Informuje o tom Die Weltwoche. Maďarský premiér uviedol, že krajiny EÚ by mali byť schopné zaistiť svoju bezpečnosť bez toho, aby sa spoliehali na pomoc Spojených štátov. „Riešením by bolo európske NATO. Navrhol som to už v roku 2012,“ povedal Orbán. Poznamenal, že Spojené štáty majú vážny vplyv na postavenie Európy v ruskej vojne na Ukrajine, takže EÚ stráca svoju identitu „emocionálne a intelektuálne.“ „Západ stratil schopnosť zjednotiť svet kvôli jednej veci a mnohé krajiny chcú rýchle urovnanie konfliktu na Ukrajine,“ citovali Orbána ukrajinské média.""",https://zemavek.sk/ukrajinski-novinari-podciarkli-ze-sa-americke-zbrojarske-podniky-nabaluju-na-konflikte-na-donbase/,-,0
6,5.3.2023,"""Vojna na Ukrajine: Ruskí záložníci údajne bojujú strelnými zbraňami a lopatami""","""Ruskí mobilizovaní záložníci dostali príkaz bojovať na Ukrajine „strelnými zbraňami a lopatami“. Dôvodom môže byť nedostatok munície. Vyplýva to z z najnovšej správy britských tajných služieb, o ktorých v nedeľu informovalo britské ministerstvo obrany. TASR správu prevzala z agentúry DPA. Britský rezort obrany uvádza, že ruskí záložníci dostali vo februári rozkaz útočiť na ukrajinské pozície len „strelnými zbraňami a lopatami“. „Smrtiaci účinok štandardnej ruskej armádnej lopaty typu MPL-50 sa obzvlášť v Rusku dosť preceňuje,“ napísalo ministerstvo na Twitteri. Dodalo, že od roku 1869, keď bol tento nástroj navrhnutý, sa zmenilo len málo. Najnovšie dôkazy podľa britského rezortu obrany svedčia o tom, že na Ukrajine čoraz častejšie dochádza k boju zblízka. Deje sa tak pravdepodobne preto, lebo ruské velenie armády i naďalej trvá na ofenzíve, avšak so zníženou podporou delostrelectva, lebo Rusko nemá dostatok streliva, píše denník The Guardian.""",https://www.aktuality.sk/clanok/9eAJ6l7/vojna-na-ukrajine-ruski-zaloznici-udajne-bojuju-strelnymi-zbranami-a-lopatami/,-,1
7,4.3.2023,"""Koronavírus: WHO vyzvala svetové krajiny, aby sa podelili s informáciami o pôvode vírusu""","""Generálny riaditeľ Svetovej zdravotníckej organizácie (WHO) Tedros Adhanom Ghebreyesus vyzval všetky krajiny, aby sa podelili o informácie, ktoré majú o pôvode ochorenia COVID-19. Urobil tak po vyhlásení amerického Federálneho úradu pre vyšetrovanie (FBI), podľa ktorého koronavírus unikol z laboratória v čínskom Wu-chane. „Ak nejaká krajina disponuje informáciami o pôvode pandémie, je potrebné, aby sa so svojimi zisteniami podelila s WHO a medzinárodným vedeckým spoločenstvom,“ vyhlásil Ghebreyesus. V sobotu to uviedol denník The Guardian, informuje TASR. Riaditeľ FBI Christopher Wray pre americkú televíziu Fox News povedal, že „FBI už nejaký čas usudzuje, že za vznikom pandémie je s najväčšou pravdepodobnosťou možný laboratórny incident vo Wu-chane“. Práve v tomto čínskom meste sa v roku 2019 koronavírus prvýkrát vyskytol. Wray však dodal, že v tejto súvislosti stále prebieha vyšetrovanie a v súčasnosti tak nemôže poskytnúť „celý rad bližších informácií, ktoré sú tajné“. Peking tieto tvrdenia poprel, pričom hovorkyňa čínskeho ministerstva zahraničných vecí Mao Ning uviedla, že vyšetrovanie pôvodu koronavírusu by malo byť vedeckou záležitosťou a nemalo by sa „politizovať“. Šéf WHO však zdôraznil, že nechce nijakým spôsobom hádzať na niekoho vinu, ale „lepšie porozumieť, ako pandémia koronavírusu vznikla a ako by sa podobným pandémiám a epidémiám v budúcnosti dalo predchádzať“. „WHO naďalej vyzýva Čínu, aby informácie zdieľala transparentne, zabezpečila vyšetrovanie a podelila sa o jeho výsledky. Dovtedy nemôžeme vylúčiť žiadnu hypotézu o pôvode koronavírusu,“ povedal Ghebreyesus.""",https://www.aktuality.sk/clanok/N5bgLw7/koronavirus-who-vyzvala-svetove-krajiny-aby-sa-podelili-s-informaciami-o-povode-virusu/,-,1
8,4.3.2023,"""Metsolová na Ukrajine vyzvala k urýchleniu prístupových rokovaní""","""Predsedníčka Európskeho parlamentu (EP) Roberta Metsolová v sobotu počas návštevy západoukrajinského mesta Ľvov apelovala na to, aby bolo Ukrajine umožnené začať rokovania o členstve v EÚ ešte tento rok. „Dúfam, že prístupové rokovania by sa mohli začať už tento rok,“ povedala šéfka EP Metsolová. „Budúcnosť Ukrajiny je v Európskej únii,“ zdôraznila.
AFP pripomína, že Brusel udelil Ukrajine štatút kandidátskej krajiny vlani v júni, štyri mesiace po vypuknutí ruskej invázie. Proces vstupu do 27-členného eurobloku však zvyčajne trvá aj niekoľko rokov. TASR správu prevzala z agentúry AFP. Konečné rozhodnutie bude závisieť od vlád členských štátov EÚ. Niektoré sú však skeptické a majú obavy, či sa Ukrajina bude vedieť zotaviť z vojnového konfliktu a či v blízkej budúcnosti dokáže prijať potrebné demokratické a protikorupčné reformy. Metsolová však vyjadrila optimistický postoj: „Tempo, akým Verchovna rada (parlament) Ukrajiny a vláda dosahujú pokrok, čo sa týka žiadosti o vstup do EÚ je pôsobivé.“ Stretla sa so Zelenským. Šéfka EP sa v sobotu stretla s ukrajinským prezidentom Volodymyrom Zelenským a predsedom ukrajinského parlamentu Ruslanom Stefančukom. Podľa vyhlásenia Kyjeva hovorili okrem iného o vyhliadkach na uskutočnenie mierového summitu za širokej účasti krajín globálneho juhu. „Ukrajina si kladie za cieľ čo najskôr dokončiť implementáciu odporúčaní Európskej komisie a začať rokovania o vstupe do EÚ už v tomto roku,“ uviedol Zelenskyj na sociálnych sieťach po stretnutí s Metsolovou. Agentúra DPA píše, že šéfka EP vyzvala tiež na rozšírenie dodávok zbraní pre ukrajinské sily. „Členské štáty (EÚ) by mali seriózne zvážiť poslanie bojových lietadiel na Ukrajinu,“ povedala.""",https://www.aktuality.sk/clanok/4lZpiQY/metsolova-na-ukrajine-vyzvala-k-urychleniu-pristupovych-rokovani/,-,1
9,4.3.2023,"""Rusko môže byť čoskoro bez peňazí a potrebuje zahraničné investície, myslí si ruský oligarcha""","""Rusko by sa mohlo už na budúci rok ocitnúť bez peňazí a byť odkázané na investície zo zahraničia. Tvrdí to ruský oligarcha a hlinikárenský magnát Oleg Deripaska, informovala v piatok stanica CNN, odvolávajúc sa na správy z ruských médií. „Už na budúci rok nebudú peniaze, potrebujeme zahraničných investorov,“ povedal Deripaska na štvrtkovej ekonomickej konferencii na Sibíri. Vyjadrenia tohto miliardára, ktorý Moskvu vyzýval na ukončenie vojny na Ukrajine už v prvých dňoch invázie, sú tak podľa CNN v kontraste s optimistickejším hodnotením ruskej ekonomiky, aké len minulý týždeň ponúkol ruský prezident Vladimir Putin. Šéf Kremľa totiž vyzdvihol odolnosť ruského hospodárstva čeliaceho bezprecedentným sankciám Západu uvaleným na Moskvu v uplynulom roku. Ruský hrubý domáci produkt (HDP) sa vlani podľa predbežných odhadov vlády znížil o 2,1 percenta, čo je menší pokles, než predpokladali mnohí ekonómovia. Problémy sa však postupne začínajú vynárať, podotýka CNN s tým, že Rusko v marci obmedzuje ťažbu ropy, pričom sankcie by sa mohli ďalej stupňovať. Hospodárske vyhliadky Ruska sú tak v konečnom dôsledku závislé od vývoja situácie na Ukrajine. Veľkú úlohu v tomto smere zohrávajú podľa Deripasku zahraniční investori z „priateľských“ krajín. To či prídu, však závisí od toho, či pre nich dokáže Rusko vytvoriť správne podmienky a zatraktívniť svoje trhy, dodal oligarcha.""",https://www.aktuality.sk/clanok/77s14Jj/rusko-moze-byt-coskoro-bez-penazi-a-potrebuje-zahranicne-investicie-mysli-si-rusky-oligarcha/,-,1
10,5.3.2023,"""Bachmut je stále v rukách ukrajinskej armády, tvrdí Podoľak""","""Situácia v meste Bachmut v Doneckej oblasti na východe Ukrajiny je naďalej zložitá. Britská vojenská rozviedka tvrdí, že ukrajinské velenie posilňuje obranu mesta tým, že tam presúva elitné jednotky, informovala v sobotu britská stanica BBC. Podľa britskej rozviedky sú ukrajinskí vojaci brániaci mesto pod silným náporom ruských jednotiek a v meste prebiehajú pouličné boje. Velitelia proruskej žoldnierskej Vagnerovej skupiny tvrdia, že Bachmnut je takmer obkľúčený. Poradca šéfa prezidentskej administratívy Mychaljo Podoľak však podľa BBC uviedol, že ukrajinské jednotky držia Bachmut aj naďalej. Zatiaľ nebol vydaný žiadny rozkaz na ich hromadné stiahnutie, vyhlásil Podoľak. Podľa ukrajinského velenia sa boje o Bachmut odohrávajú na jeho predmestiach. V iných častiach frontu bola zaznamenaná delostrelecká paľba na mesto Lyman, ktorý sa nachádza severne od Bachmutu vo východnej časti Doneckej oblasti. Ostreľovanie hlásili aj pri meste Kupiansk v Charkovskej oblasti a pri Kreminnej v Luhanskej oblasti. Na juhu Záporožskej a Chersonskej oblasti ruské jednotky podľa britskej rozviedky posilňujú svoju obranu v snahe zlepšiť svoje taktické pozície s cieľom obnoviť ofenzívu. Predtým počas dňa bol vo viacerých regiónoch Ukrajiny vyhlásený letecký poplach, pričom v meste Záporožie došlo k dvom výbuchom. Regionálna vojenská správa tiež uviedla, že rakety vypálené z Krymu zasiahli „centrum malej dediny“ v Záporožskej oblasti. BBC vo svojej správe pripomenula, že v podmienkach vojny nie je možné rýchlo overiť a potvrdiť správy zverejnené bojujúcimi stranami.""",https://www.aktuality.sk/clanok/2HFmm5b/bachmut-je-stale-v-rukach-ukrajinskej-armady-tvrdi-podolak/,-,1
